SentenceId,Phrase,Sentiment
3822,expanded 65 minutes theatrical release  feels somewhat unfinished ,2
3823, works ,3
3824,expected college comedy s target audience nt graduated junior high school ,0
3825,fresh  entertaining comedy looks relationships minus tradional gender roles ,4
3826,camera work interesting   s midtolow budget betrayed surprisingly shoddy makeup work ,1
3827, plato said     know better rush theatre  ,1
3828,tadpole appealing s appalling  downright creepy  subject  teenage boy love stepmother ,3
3829,count  work neck long leave theater ,2
3830,s dark tragic  lets business greedy talent agents  saying meaningful facing death,2
3831,lazy making  director taking handsoff approach shaped  s compelling ,0
3832,greengrass gone tad gr lot intelligibily ,1
3833,viewers able stomach tongueincheek weirdness  cult favore enjoy life ,3
3834,lrb reno rrb delivers monologue manages incorporate horror absurdy suation wellbalanced fashion ,3
3835,  forgive  ltle  making clumsy rushed ,1
3836,kids nt mind crappy s adults  provided s lots cute animals clumsy  ,1
3837,unmistakable  easy joie vivre ,3
3838, s thesis  elegant technology masses  surprisingly refreshing ,3
3839,s deepsixed compulsion catalog bodily fluids gag s mary devise parallel clonegag ,2
3840,s virtually impossible  despicable characters ,1
3841,ve got wildly popular vin diesel equation  adds big box office bucks guaranteed ,3
3842,premise  aban  holds promise   delivery complete mess ,1
3843,adventures pluto nash lot nada ,0
3844,phone rings voice tells ve got seven days left live ,2
3845,talkinganimal thing grisly ,1
3846,adults  parents  hard pressed succumb wild ,1
3847,spy kids 2  island lost dreams   robert rodriguez adorns family plot elegance matury contemporary adult s lacking ,4
3848,scherfig s lighthearted profile emotional desperation achingly honest delightfully cheeky ,4
3849,acting pauline paulette  round  sets  apart debrauwer s refusal push easy emotional buttons ,4
3850,kilted jackson unsettling sight  indicative   outofkilter character  rambles aimlessly illconceived action pieces ,1
3851,sort lazy tearjerker gives s ordinary folk bad ,1
3852,treats ana s journey honesty tragically rare depiction young women  ,3
3853,wrerdirector danny verete s tales comprise powerful reasonably fulfilling gestalt ,3
3854, guys somber trip worth taking ,2
3855,topnotch action powers romantic drama ,4
3856,lrb denis  rrb barebones narrative closely resembles outline 70s exploation picture finished product ,1
3857,100 minutes running   ll wa vain  happen ,0
3858,hours better ing john malkovich ,1
3859, s vision whe american zealously spreading puranical brand christiany south seas islanders true believer relish ,1
3860,romanek s themes b distinctive visuals ,4
3861,comedy warm  inving  surprising ,4
3862,fun quirks family life  treats subject fondness respect ,4
3863,blade ii merges bs pieces fighting games  wire fu  horror s  mystery  james bond  wrestling  scifi anime big bloody stew ,3
3864,despe engaging offbeat touches  knockaround guys rarely interested kicking raison detre s freshfaced youngguns cast ,1
3865,worth salute trying complex average  ,3
3866,build robots  haul em theatre late  mystery science theatre 3000 tribute certainly going worst   killer webse  year ,0
3867,brims passion  words  eccentric  accidentprone characters  crazy things  going crazy life ,4
3868,matter firmly director john stainton tongue cheek  fact remains wacky concept  ,2
3869,seemingly vehicle showcase canadian s inane ramblings  stealing harvard smorgasbord soliloquies delivered mr drew barrymore ,0
3870, delicious crime drama par slickest mamet ,4
3871,heartbreakingly thoughtful minor classic  work genuine singular artist ,4
3872,nt need gangs new york ,2
3873,slowmoving swedish  offers hint joy  preferring focus humiliation martin defecates bed urinates plants birthday party ,2
3874,easily cold  calculated exercise postmodern pastiche winds powerful deeply moving example melodramatic making ,4
3875,return land reliable  standard disney animated fare  creative energy w entertain ages ,4
3876,escapes precious trappings romantic comedies  infusing  real  complicated emotions ,3
3877,btersweet comedydrama life  hand gestures  adorable alian guys ,4
3878,intelligence level characters low  low  low  masquerade work   contains w  labored gags ,0
3879,solondz intent hammering home message forgets entertaining ,1
3880,adults certainly want spend  theater ing grocery lists s tell kids act  pinocchio ,2
3881,stuart s poorme persona needs bunch snowball s cynicism cut sugar coating ,2
3882,viewer takes great pleasure ing resourceful molly stay step ahead pursuers ,3
3883,s refreshing real women curves unforced comedydrama relaxed  naturalseeming actors ,3
3884,re looking rekindle magic   ll need stronger stomach ,1
3885,wonder martha performance gedeck  makes martha enormously endearing ,4
3886,selection scenes search  ,1
3887,rare  s crisp point novel s based ,4
3888,intelligent ,2
3889, point   thank ness signpost ,3
3890,hawn saran form acting bond makes banger sisters fascinating character study laughs spare ,4
3891,end sort loved  onscreen  stand ,3
3892,big blustery  happens ,1
3893,plummer steals resorting camp nicholas  wounded wounding uncle ralph ,3
3894, wallace smart vary pch   balancing deafening battle scenes quieter domestic scenes women home receiving war department telegrams ,3
3895,  pleasant distraction  friday night diversion  excuse eat popcorn ,3
3896,trifle triumph ,1
3897,uboat nt captain ,1
3898,leave  came  tasty morsels belt  new friends ,1
3899,ltle better sorcerer s stone ,3
3900,exception  blighter particular south lon housing project digs dysfunction  s big  comforting jar marme  slathered crackers served feast bleakness ,2
3901,m exactly sure  s ,1
3902, feels conceived shot fly   lunch breaks shearer s radio simpson voiceovers ,2
3903,main   compelling  s difficult shrug annoyance chatty fish ,1
3904,chan s stunts limed embellished eding s sense action actioncomedy ,1
3905,script  gags  characters directtovideo stuff  s  remained ,0
3906,prospect s  kangaroo jack burst america s winter  screens s pleasure   hours alternative ,3
3907,breakthrough making  unwavering arresting ,3
3908,awesome work  ineffable  elusive  inexplicably powerful,4
3909,impressed tfortat retaliatory responses makers allow pulling plug conspirators averting americanrussian armaged ,3
3910, igby ,2
3911,director  eastwood game  s real sense suspense  plot  surprises  surprising ,0
3912,queen damned long ltle going ,1
3913,charming funny  clashing cultures clashing motherdaughter relationship ,2
3914,s loud boring  ing  trapped bad rock concert ,1
3915,chiller resolutely chills ,0
3916,nt care love  ,1
3917,fatal attraction vile ,0
3918,begin long end creds desert rain ,0
3919, contains laughs surprises ,1
3920, s effective aspects tchaikovsky soundtrack neurasthenic regret ,2
3921,viewing underdramatized overstated   ing transcript therapy session brought humdrum life freudian puppet ,2
3922,sheridan s author s schoolboy memoir  toothless hard young life ,0
3923,great character interaction ,4
3924,intensely romantic  thoughtprovoking engaging mystery ,4
3925,tired  predictable  bordering offensive  waste   money celluloid ,0
3926,vibrant whirlwind love  family goes  big fat greek wedding nonstop funny feast warmth  colour cringe ,4
3927,stands  s fine sex onscreen  tense arguing  lot ,2
3928,kosminsky  puts salt wounds tortured selfconscious material sting ,3
3929,culture clash comedy half clever s ,1
3930,certainly wellmeaning  s simpleminded contrived ,2
3931,s definely step right direction ,3
3932,gorgeous   vivid color  music life ,4
3933,aimless  arduous  arbrary ,1
3934,clare peploe s airless  adaptation use ltle american pie irreverence ,1
3935,talkheavy  plays  robert altman s lesser works ,2
3936,preposterous  prurient whodun ,0
3937,s vividly passion ,4
3938,lrb swimfan rrb falls victim sloppy plotting  insultingly unbelievable final act villainess crazy interesting ,0
3939,sweet  s going  patience  wo nt feel  s wasted ,3
3940,compelling french psychological drama examining encounter aloof father chilly son 20 years apart ,3
3941,combine paranoid claustrophobia submarine  unsettling spookiness supernatural  nt hollywood  sooner ,3
3942,rock great presence battle battle followed killer cgi effects ,2
3943,director explores sides  sensivy inquisiveness reminiscent truffaut ,3
3944,dreary tale middleclass angst,1
3945, plenty warmth  music laughter love family ,4
3946,schmidt  nicholson walks slow  deliberate ga  chooses words carefully subdues natural exuberance ,2
3947,unfunny comedy lot static set ups  camera movement  scenes place indoors formal settings motionless characters ,0
3948,rewarding ,3
3949,try scrutinize ethics kaufman s approach  comes create compelling  sensive  intelligent cohesive piece  entertainment ,4
3950,s cipher  played actress smiles frowns nt reveal inner life ,2
3951,lrb t rrb ideas revolution  9 compelling execution,1
3952,far heaven dazzling conceptual feat   s work enthralling drama ,3
3953,boldly engineering collision tawdry b flamboyance grandiose spirual anomie  rose s   true source material  provides tenacious demonstration death great equalizer ,2
3954,warnings resist temptation   blunt challenging offer easy rewards staying clean ,2
3955,sweet home alabama certainly wo nt remembered lrb wherspoon s rrb better s ,1
3956,staggers flaccid satire supposed madcap farce ,0
3957,exactly tle implies  lusty  boisterous utterly charming ,3
3958,summer clones  harvard man rare riveting  wild ride relies special effects ,4
3959,preachy,1
3960,s fine  oldfashioned   s unburdened pretensions great artistic significance ,3
3961,polanski perfect material address world war ii experience signature style ,4
3962,walked a know      looked  ,1
3963,  fetishistic violence murder casual fun ,0
3964,friday lot bluster be ,1
3965, cq day fondly remembered roman coppola s brief pretentious period going s actually tell  worth caring,1
3966,master screenwring comes courtesy john pogue  yale grad previously gave  skulls  year s  rollerball  ,4
3967, hot hardwood proves man drag funny ,1
3968,glossy knockoff b revenge flick ,2
3969,attraction marginal characters complex start   refreshingly  stays  ,3
3970,bland hotels  highs  parking lots  glimpses nature family warmth   discreet moan despair entrapment maze modern life ,1
3971,problem  s funny ,1
3972, punchdrunk love  ltle  chocolate milk moustache ,2
3973,shatner probably funniest person   gives idea bad ,1
3974,horrific  experience ve  ca nt stop music  ,0
3975,selfconsciously overwrten  ragtag bunch wouldbe characters team ca nt  miss heist  wrong ,2
3976,ram dass proves clear reliable authory inner consciousness  fierce grace reassures honest loving ,3
3977,play dark  challenging tune taught piano teacher ,2
3978,s packed adventure worthwhile environmental message  s great kids ,4
3979,script reportedly rewrten dozen s  11 s ,0
3980,great american comedy  d previous s series  ll   ,3
3981,frank mcklusky ci  ,2
3982, line 127 years old  el crimen del padre amaro  nt ly despairing vision corruption catholic establishment ,3
3983,  providing  old fashioned spooks ,3
3984,crackle  fatal attraction    9 12 weeks    indecent proposal   feels  lyne s stolid remake  lola  ,1
3985,john carlen s script unhappy  twodimensional characters compelling ,2
3986, mixes cornpone cosa nostra  finds nice rhythm ,3
3987,nt great cinema  interesting s imagination lead given opportuny ,1
3988,stomach heaven depends largely appete canned corn ,2
3989,family togetherness takes seat interfamily rivalry workplace ambion  subplots explanation plot relevance ,1
3990,equilibrium   opposed manifesto   stupid ,0
3991,payne constructs hilarious ode middle america middle age unly odyssey  featuring pathetic  endearing hero human ,3
3992,somewhat     ve got hand director george clooney bing big job  ,3
3993,leather pants  augmented boobs  hawn hilarious tries resuscate funloving libertine lost inside conservative  handbagclutching saran ,3
3994, cremaster 3  come warning   buffs  ,3
3995,exuberantly romantic serenely melancholy   ,3
3996,wellconstructed fluff  intended ,2
3997,s ultimate scorsese   stomachturning violence  colorful new york gang lore hallmarks personal cinema painted largestever historical canvas ,4
3998,takes long  slow dreary  dope tuck everlasting ,1
3999,coldhearted curmudgeon able enjoy mindless action   believe  mindless peak things insipid ,0
4000,dark  grty  funny ltle gem ,3
4001,shallow  noisy pretentious ,0
4002,strange occurrences build mind viewer extreme urgency ,3
4003,largely heavyhanded indictment parental failings indifference spanish social workers legal child abuse   retains ambiguies worth ing ,3
4004,delight senses crash wedding ,4
4005,thoughtprovoking picture ,4
4006, lion king ree horses  fewer deliberate laughs  inadvertent ones stunningly tre songs bryan adams  world s generic rock star ,0
4007,inept serving sara ,0
4008,power  puff ,1
4009,narc nobull throwback 1970s action s ,4
4010,elegant eloquent lrb medation rrb death elusive passions  love ,4
4011,action reasonably welle    character comedy bs ragged f smoothly ,2
4012,textbook lives quiet desperation ,1
4013,pedestrian come ,0
4014,mcgrath deftly trimmed dickens  wonderfully sprawling soap opera  better focus hero s odyssey cowering poverty courage happiness ,3
4015,evelyn s strong cast surehanded direction winning  heartwarming yarn ,3
4016,visually flashy narratively opaque emotionally vapid exercise style mystification ,1
4017,s  huppert scheming  small  intelligent eyes steady noir villain  enjoy perfectly pched web tension chabrol spins ,3
4018,crics need  laugh   tooextremefortv rendion notorious mtv delivers outrageous  sickening  sidesplting s steaming  visceral heaps ,2
4019,brney s performance faulted ,2
4020,s 13 months 295 preview screenings walked   resident evil earned indignant  preemptive departure ,0
4021,bad choice  assuming  aircondioning theater working properly ,2
4022,warm wise  deftly setting uproarious humor underlying seriousness sneaks viewer  providing experience richer anticipated ,4
4023,s clotted heavyhanded symbolism  dimestore psychology endless scenic shots 105 minutes twice long ,0
4024,characters interesting relationship yosuke saeko worth ing develops  s  hours ,2
4025,offers absolutely nt  ,1
4026,recovers,2
4027,performances children  untrained acting  honesty digny breaks heart ,3
4028,directors john musker ron clements  team ltle mermaid  produced sparkling retina candy  nt able muster lot emotional resonance cold vacuum space ,2
4029, brosnan s performance  evelyn comes heart ,4
4030, s narrative hook  muddled effectively chilling guilty pleasure ,1
4031, folks collect serial killer cards fascinated mere suggestion serial killers ,2
4032,got ltle indians meets friday 13th  clean sober  ed set carpenter s thing loaded actors re ly inevable incarnation love boat ,1
4033,uncertain start  murder hs generally sustains higher plateau bullock s memorable interrogation gosling ,3
4034,looked future saw bad   choose skip ,0
4035,hears harry shearer going debut  director  hope best,3
4036,intoxicating experience ,4
4037, worked right final scene  caved ,2
4038,schnieder bounces limp wrists  wearing tight tummy tops hip huggers  twirling hair finger assuming s sustain laughs ,1
4039, place  ,0
4040,silly ltle cartoon inspire kids grow greedy bastards  power ,2
4041,despe  s bizarre developments  hoffman keeps riveted painful nuance  unexpected flashes dark comedy character s gripping humany ,3
4042, nt  characters  protagonist  ,1
4043, proves unrelentingly grim  equally engrossing ,3
4045,lot fun funny middle  somewhat hardhting start finish ,3
4046,dose strong funny  15 minutes   potency wanes dramatically ,2
4047,sustained fest selfcongratulation actor director leaves scant place viewer ,1
4048, feels lrb s rrb choke leash neck director nick cassavetes   hard yank wants feel ,0
4049,s bright  pristine style bold colors fun reading oversized picture book bed ,3
4050,process trimming  expedious 84 minutes  director roger kumble dumped lot plot favor  outrageous gags ,1
4051,bad baffling getgo ,0
4052,big  loud  bangthedrum bore ,1
4053,riddled unanswered questions requires gargantuan leaps fah  plod ,2
4054,leave feeling  ve endured long workout pulse racing ,1
4055,inept  tedious spoof 70s kung fu pictures  contains chuckles threeminute sketch  ,0
4056, refreshes mind spir body  original content  look  style ,4
4057,maybe thomas wolfe right  ca nt home ,2
4058,dramatic scenes frequently unintentionally funny  action sequences  clearly main event  surprisingly uninvolving ,1
4059, script lrb paul pender rrb wood  s relentlessly folksy  procession stagy set pieces stacked binary opposions ,0
4060,seeing   tell s reason bother remembering ,0
4061,s supposed humorous  alltoohuman look hope breed certain kind madness  strength  adds ,2
4062,moments real pleasure sara sugarman s whimsical comedy anniemary sustain  ,2
4063,script high squaddie banter  low shocks ,3
4064,directed dani kouyate burkina faso  sia lacks visual flair ,2
4065,spinning web dazzling entertainment overstating   spiderman  certainly delivers s ,4
4066, solaris  shapeless inconsequential relying viewer work ,0
4067,s ffully funny takes ,2
4068,re crocodile hunter fan  ll enjoy  real  portions  ,2
4069,compelling  musical passion governmental odds ,3
4070,riveting  told ,4
4071,um  no ,2
4072,makes realize deep inside righteousness tough beauty ,4
4073,features surely funniest accurate depiction wrer s block ,4
4074, negligible work manipulation  exploation piece usual worst guilttrip parents ,1
4075,wellmeaning fault  antwone fisher manages dubious feat turning man s triumph everyman s romance comedy ,2
4076,line piece works brilliantly ,3
4077,ramsay clearly extraordinarily talented  based short s features  s betting feature behold ,4
4078, life aircraft carrier  senntalized ,1
4079,working surprisingly sensive script cowrten gianni romoli  ozpetek avoids pfalls d expect potentially sudsy setup ,4
4080,plot  characters  drama  emotions  ideas  irrelevant experience seeing scorpion king ,1
4081,s helpful listen extremist namecalling  regardless  kissinger calculating fiend slippery selfpromoter ,1
4082, visually dazzling  depicted events dramatic  funny poignant ,4
4083,admirable reconstruction terrible events  fting memorial dead day  thousands ,3
4084,mindless impressively lean spinoff summer s bloated effects fest mummy returns ,3
4085,90 minutes playing oppose bullock grant look ill ease sharing scene ,1
4086,kudos enchanting  year ,4
4087,ca nt recommend ,0
4088,russian ark new treasure hermage ,3
4089,rock destined 21st century s new  conan  s going splash greater arnold schwarzenegger  jeanclaud van damme steven segal ,3
4090, darkly funny observation grueling consuming illusion work actual work ,4
4091,picture s fascinating bys ltered trenchant satirical jabs peculiar egocentricies acting breed ,3
4092,s jagger s bonedry  mournfully brtle delivery gives  btersweet be ,2
4093,lrb lin chung s rrb voice unexceptional  irrating lrb western ear rrb  making awfully hard buy impetus complicated love triangle develops central characters ,1
4094,s coherent  shot  tartly acted  wears  dinner guest showing doctorate ,1
4095,invaluable historical document thanks maker s extraordinary access massoud  charm  cultivation devotion  readily apparent ,4
4096,leads  nearly perfect roles  bring heart realy buoy   s  elevate superior crime  ,4
4097,pairing sound promising theory  lack chemistry makes eddie murphy robert deniro show look  old  familiar vaudeville partners ,1
4098,disjointed parody ,1
4099,character faced possibily life meaningless  vapid devoid substance   definely meaningless  vapid devoid substance ,0
4100,s tough black man america  especially man taken a car  workhours denied health insurance ,2
4101,kind trifle date nights invented  ,2
4102,plot number holes  s s simply baffling ,1
4103, light  moonlight mile strike nerve ,3
4104,wobbly senegalese updating  carmen  best stunning star turn djeinaba diop gai,2
4105,plus   mentioned  s robert duvall ,3
4106,laughoutloud lines  adorably dsy heartfelt performances  sparkling  btersweet dialogue cuts chase modern girl s dilemma ,4
4107, greaseballs mob actioncomedy ,1
4108,explosions  jokes  sexual innuendoes abound ,2
4109,gets old quickly ,1
4110,lrb rrb thoughtful  visually graceful work ,4
4111,standard policeoriented drama  niro s participation  ly wound tnt original ,1
4112,meant internet short saving ryan s privates ,2
4113,s long  orwell s dark  intelligent warning lrb 1984 rrb stud knockabout equilibrium  conviction affectation ,1
4114,raimi crafted complicated hero welcome relief usual twodimensional offerings ,4
4115,fascinating experiment plays poetic strict realy  creating intriguing species artifice gives lady duke theatrical air ,3
4116,plot s clearly mythic structure owe disney s strong sense formula original  ,2
4117,poignant lyricism runs balzac ltle chinese seamstress transforms  love culture cinematic poem ,4
4118,unfortunately  hour photo lives tle ,0
4119,director uwe boll wrer robert dean klein fail generate unsympathetic hero caught intricate plot cleverly worked  overcome blah characters ,1
4120,gere gives  performance  nt mer ,2
4121,rarely skin looked beautiful  desirable  delectable  trouble day ,3
4122,pacing  bona fide groaners laughs ,0
4123,reyes  word processor ,2
4124,capturing understated comedic agony everruminating  genteel decadent aristocracy longer pay bills   addressing turn 20th century 21st ,2
4125,setting  struggle simply ludicrous borderline insulting ,0
4126,try resist  ve got place heart smokey robinson   worm  ,3
4127,robert john burke monster horns steals ,3
4128,result  wellintentioned  ironically sort disposable  kchensink homage illustrates sum parts today s hollywood ,0
4129, best nt characters  flaws insists virtue imperfection ,2
4130,incoherent jumble  s rarely entertaining ,0
4131,work entertainment unique  wellcrafted psychological study grief ,4
4132,nt weird ought ,1
4133,spy kids 2  island lost dreams  spy kids franchise establishes durable  landscape  james bond series kids ,3
4134,lost translation ,1
4135,degenerates hogwash ,0
4136,s shame line underlying themes  finally impersonal shallow ,0
4137,ltle question work important director new  flipflop courtship  reel playing ,3
4138,s outrageously creative action transporter  lrb b rrb ut  frank parachutes moving truck  s cartoon unstoppable superman ,1
4139, rich intelligent  uses pulpy core conce probe questions attraction interdependence heart accomodates practical needs ,4
4140, cheap  ludicrous attempt horror ,0
4141,ca nt   adult male dressed pink jammies ,1
4142, comes insanely stupid  awful s ing leaves giddy ,1
4143,s kind effectively creepyscary thriller fixating far corner screen s nerves ca nt ,4
4144,acting exercise exceptionally dark joke  wonder saw  allowed ,2
4145,sm  strange route true love  maybe  s  s lrb makers  rrb cred believe s exactly  need  ,3
4146,dark  quirky road  constantly defies expectation ,4
4147,scott baio turning delightful work indie projects ,3
4148,frustrating deeply able melodrama makes  s tougher picture ,2
4149,enchanted lowlife tragedy liberally seasoned emotional outbursts  sorely missing   edge wild  lunatic invention associate cage s best acting ,2
4150,impostor ca nt  thing characters run dark tunnels  fight anonymous attackers  evade elaborate surveillance technologies ,1
4151,50something lovebirds immature unappealing care ,0
4152,lifesize reenactment jack chick cartoon tracts ended hippie getting tossed lake ,2
4153,eyre  american indian spike lee ,3
4154,set 1986 harlem nt look  new york ,1
4155,wellcrafted letdown ,1
4156,unusually dryeyed  analytical approach material generally played maximum moisture ,3
4157,appalling  ace ventura  ripoff manages bring kevin pollak  wrestler chyna dolly parton ,0
4158,simply ca nt recommend ,3
4159,s lots cool stuff packed espn s ultimate x,3
4160,negligible brish comedy ,1
4161,nt bother rent video ,0
4162,addion scoring high originaly plot  putting familiar themes family  forgiveness love new   lilo  stch number assets commend  audiences innocent jaded ,4
4163,fahful forceful  sad shrill   walk remember  succeeds sincery ,3
4164,passionately inquisive  determined uncover truth hopefully inspire action ,4
4165,want funk   s got ,3
4166,best pierce brosnan james bond s date ,3
4167,decidedly mixed bag ,2
4168,sandler running  repeating s  ,1
4169, christmas s elves snow pimps ho s ,0
4170,parents cram earplugs ears pillowcases heads 87 minutes ,0
4171, blade ii topheavy blazing guns  cheatfully ed martial arts  disintegrating bloodsucker effects jagged camera moves serve purpose attention ,0
4172,spiffy animated feature unruly adolescent boy yearning adventure chance prove worth ,3
4173,s  poetic  earnest  sadly  dull ,1
4174,funny analyze  joe verelli niro s righthand goombah ,1
4175,s rare  takes speedy swan dive  promising   interesting   familiar  landing squarely  stupid  ,1
4176,portra hell shattering s impossible shake ,3
4177,modern remake dumas s  long narrative lrb rrb short action ,1
4178,die day intermtently entertaining s hard sucker charms  s impossible feel nostalgia s grew ,2
4179,plunges realy   difficult sad   senntalizing denying brutaly  transforms realy lyrical celebratory vision ,3
4180,level acting elevates material pat inspirational status gives sturdiness solidy ve long associated washington actor ,3
4181,duvall strong ,4
4182,showboating wisecracker stock persona sure getting old ,2
4183,master disguise great saturday night live sketch  great  ,1
4184,true pleasure ,3
4185,nary glimmer selfknowledge  lrb crane rrb specimen character  auto focus remains chilly  clinical lab report ,1
4186,qualies amusing irrating ,1
4187,moore provides invaluable service sparking debate encouraging thought ,4
4188,excing wellpaced ,4
4189,daringly perceptive  taut  piercing feisty  biggie tupac undeniably subversive involving bold presentation ,3
4190,afraid  reviewers opening  afraid bad reviews thought d earn ,0
4191,captures perverse element kafkaesque identy  overnight  robbed replaced persecuted   ,3
4192,s dull ve  lrb eddie rrb murphy genialrogue shtick death  plot equally hackneyed ,1
4193,lrb breheny s rrb lensing new zealand cook island locations captures beauty land  ,4
4194, certainly share clever moments bing dialogue  s lurking abstract surface ,2
4195,strangely comes kingdom mild wild ,3
4196,word  no ,2
4197,exhausting family drama porcelain empire hard flick subject matter ,2
4198,dog soldiers nt transcend genre  embraces  energizes takes big bloody chomps ,3
4199, best 60 minutes,4
4200,exercise biography hero worship ,1
4201,s crafty  energetic smart  kid sort  fourteenyear old ferris bueller ,4
4202,entire  filled deja vu moments ,2
4203,science fiction    minory report  astounds ,4
4204,broomfield reminds beneath hype  celebry  high life  conspiracies mystery couple bright young men  promising  talented  charismatic tragically doomed ,3
4205,right  re merely signposts marking slow  lingering death imagination ,1
4206,director peter kosminsky gives women forum demonstrate acting  chops  advantage ,3
4207,despe bearing paramount imprint  s bargainbasement european pickup ,0
4208, brown sugar satisfying wellmade romantic comedy s charming acted ,4
4209,stch bad mannered  ugly destructive ltle  ,0
4210,s  ,2
4211,beautiful  less universal tale heated passions  jealousy  betrayal  forgiveness murder ,4
4212,animation merely serves predictable  maudlin  swipes heavily bambi lion king  lacks emotional resonance s ,2
4213,offensive thing  hollywood expects  pay ,0
4214,unintentionally famous  queasystomached cric staggered theater blacked lobby ,1
4215, sort thing  sort thing ,2
4216,confusion favoure emotions  especially 146 minutes ,0
4217, ultimately relies b heavily grandstanding  emotional  rocky moments  s warm charming package ll feel happy argue ,2
4218,hiddenagenda drama shouts classic french nuance ,2
4219,challenging   narratively cohesive ,2
4220,,2
4221,half   having sucked dry undead action flick formula  blade ii mutates grossout monster  effects silly scary ,1
4222,frenetic spectacle lrb tv rrb usually leavened charm s conspicuously missing girls  bigscreen blowout ,1
4223,effective horror elements dampened familiary  lrb rrb worthwhile ,2
4224,touch arthouse 101 poetic symbolism  heaven proves  match sensibilies directors ,3
4225,lrb sports rrb admirable energy  fullbodied characterizations narrative urgency ,3
4226,crush departs 4w formula  feels  glossy rehash ,1
4227,end  nt care coldhearted snake petrovich lrb reno rrb gets comeuppance ,2
4228,sets apart vision taymor  avant garde director broad s lion king  tus  brings ,3
4229,s easy love robin tunney  s pretty act  gets harder harder understand choices ,1
4230,cross blow boyz n hood   strives  nt ,1
4231,talky  artificial opaque  interesting technical exercise  tedious picture ,0
4232,enlivens   astute direction cardoso beautifully detailed performances actors  note defiance social dictates ,3
4233,effective aspects  margara happy hour represents auspicious feature debut chaiken ,4
4234,meandering confusing ,1
4235, nicholas nickleby  perfect family  s new  christmas carol  theaters year ,3
4236,degree ivans xtc ,2
4237,pure intention passably diverting  secret life light  innocuous unremarkable ,2
4238,matches neorealism s impact showing humany wartorn land filled  want live lives ,2
4239,performances amiable commted  comedy hs bullseye ,3
4240,rich tale s  told appropriate minimum means ,3
4241,bread  sweet flaws easy crics shred ,0
4242,bollywoodhollywood undoubtedly provide keenest pleasures familiar bombay musicals  plenty lrb  rrb nt ,3
4243,coffee table ,2
4244,90 minutes  short  feels longer ,1
4245,translating complex characters novels big screen impossible task true essence yaya ,3
4246,  funnier ,1
4247, love  hell  dunno ,3
4248,s exhilarating place vis  laboratory laughter ,4
4249,best s   constantly pulling rug underneath  seeing things new sides  plunging deeper  getting intense ,3
4250, russo guys lookin  mamet instead sturges ,2
4251,culkin turns character basically antiharry potter  right gryffindor scarf ,2
4252,family fare ,3
4253,beware quirky brcom ,1
4254,cinematography cloudy  picture making becalmed ,1
4255,enticing prospect lot nubile young actors  campus depravy nt fade amid deliberate  tiresome ugliness  rendered tedious avary s failure construct  trace dramatic ,0
4256, s narrative gymnastics ca nt disguise fact s inauthentic core  nt worth telling ,0
4257,presents contemporary chinese life outsiders surprised know exists  artistry smacks revelation ,3
4258,suspend disbelief  ll shaking head  creds ,1
4259,banter calvin fellow barbers feels  streetwise mclaughlin group  fails entertain ,3
4260, immensely enjoyable thanks great performances steve buscemi rosario dawson ,4
4261,looks  travelagency video targeted   ride bikes topless roll mud worthwhile glimpse independentcommuny guiding lights ,0
4262,small independent  suffering severe case hollywoodis ,1
4263,successful translation famous previous  adaptation  wrerdirector anthony friedman s similarly updated 1970 brish production ,3
4264,wrerdirector david jacobson star  jeremy renner  remarkable  explores monster s psychology order excuse demonstrate pathology evolved human impulses grew hideously twisted ,4
4265,portra artist ,2
4266,fun ride ,3
4267,makes minory report necessary viewing scifi fans   best special effects ,4
4268, moment broken character study rich emotional texture  journey nt ,1
4269,stories work ones scattered   works worth ing ,3
4270,biggest disappointments year ,0
4271,entertaining inferior level ,3
4272,s fault   unfortunately  compelling fun ,2
4273, generic virtues  despe lot involved talent  numbers ,2
4274,road trip ing    ,2
4275,stripped entirely tools nudy  profany violence  labute manage points modern man problematic quest human connection ,1
4276,ing war photographer  come believe nachtwey hates wars shows empathizes victims reveals ,3
4277,paraphrase line dickens  novel  nicholas nickleby  fragment undere potato ,0
4278,lrb rises rrb ohsohollywood rejiggering conventional direction  soul unabashed sense  oldfashioned escapism ,3
4279, predecessor  s classic  provides reasonably attractive holiday contraption  families looking clean  kidfriendly outing investigate ,2
4280,direction fluid  nononsense authory  performances harris  phifer cam  ron seal deal ,3
4281,selfcongratulatory  misguided  illinformed  nonetheless compulsively able ,2
4282,infuriating  ,0
4283,lrb hayek rrb throws dream hispanic role teethclenching gusto  strikes potent chemistry molina gradually makes believe kahlo ,4
4284,magic realism surrealism  miss wonton floats realy certain degree w digny ,4
4285,s admirable rigor jimmy s relentless anger  script s refusal happy ending  monologues stretch  realize s place  ,1
4286,rymer nt trust laughs  nt conjure proper respect followers deadundead genre  deserve vampire pic shrieky special effects ,1
4287,s glimpse life ,2
4288,shreve s graceful dual narrative gets clunky screen  getting torn a compelling historical tale lesscompelling soap opera ,1
4289,civilized mind    ballistic  ecks vs sever ordeal amusement ,0
4290,ludicrous  director carl franklin adds flourishes freakouts entertaining ,3
4291,irony  s cast uniformly superb  performances   allowed stand ,3
4292,nt work concert ,1
4293,robin williams thankfully dched saccharine senntaly bicentennial man favour altogether darker ,3
4294,fourth series ll bet parents thought  hoped ,2
4295,ca nt ,2
