SentenceId,Phrase,Sentiment
5189,disreputable doings exquisite trappings dampened lackluster script substandard performances ,1
5190,unencouraging threefold expansion mtv series  accompanying stunthungry dimwits random series collected gags  pranks  pratfalls  dares  injuries  etc ,1
5191,movie starts like heathers  bring  unwatchable ,1
5192,director chris eyre going paces usual high melodramatic style filmmaking ,2
5193,observations socialeconomicurban environment canny spiced irony ,3
5194,suffers overfamiliarity hithungry british filmmakers stripmined monty formula mercilessly 1997 ,0
5195,generates enormous feeling empathy characters ,3
5196, s image  ,2
5197,sheridan painfully bad  fourthrate jim carrey nt understand difference dumb fun plain dumb ,0
5198,eric schweig graham greene exude air dignity s perfect proud warrior lingers souls characters ,4
5199,amidst action  script carries arnold lrb viewers rrb forbidden zone sympathizing terrorist motivations presenting  story  ,3
5200,shocked actually correct interpretation  nt movie discussion enjoyable ,2
5201,film feels formulaic  plot pacing typical hollywood warmovie stuff  performances elicit sense deja vu awe ,0
5202,smarter offerings horror genre produced recent memory  s far tamer advertised ,3
5203,issues presented lousy way  complete year s lrb unintentionally rrb funniest moments  s impossible care ,0
5204,funny film ,3
5205,sayles knack casting  resurrecting performers rarely work movies  drawing flavorful performances bland actors ,4
5206,photographer s showdon  ttell stance admirable  problematic documentary subject ,2
5207,testament quiet endurance  common concern  reconciled survival ,2
5208,re right bmovie frame mind  scare pants ,3
5209,despite shortcomings  girls ca nt swim represents engaging intimate feature talented director watch  s worthy entry french comingofage genre ,3
5210,weiss speck convincing case relevance 20thcentury footnotes ,2
5211,builds insanely staged ballroom scene  3000 actors appear regalia  s waltzed art film pantheon ,3
5212,australia  land time enjoyable big movie primarily australia weirdly beautiful place ,3
5213,ve seen  stomp  lrb stage rrb  ,4
5214,funny everyjokehas  beentolda  thousandtimes  movie ,0
5215,ve paid matinee price bought big tub popcorn  s guilty fun ,2
5216,works ,3
5217, visually striking slickly staged  s cold  grey  antiseptic emotionally desiccated ,1
5218,highly personal look effects living dysfunctionally privileged lifestyle  end  wish spent time world ,2
5219,overall  cletis tout winning comedy excites imagination tickles funny bone ,4
5220,rollerball bad think  worse imagine ,0
5221,prove lrb tsai s rrb masterpiece ,4
5222,donovan  squanders main asset  jackie chan  fumbles vital action sequences ,1
5223,dense enigmatic  elusive  stagy stilted,2
5224,movie comedy  work better ,2
5225,lack pungent bite title  s enjoyable trifle nonetheless ,3
5226,problems film 3 oscar winners ca nt overcome  s nice girlbuddy movie gets rocknrolling ,2
5227,rodriguez splendid job racial profiling hollywood style  casting excellent latin actors ages  trend long overdue ,3
5228,nt funny bunch allied soldiers went undercover women german factory world war ii ,2
5229,interesting historical study tragic love story ,3
5230,clayburgh tambor charming performers  deserves eric schaeffer ,2
5231,key problem ardently christian storylines question things turn ,1
5232,s devoid joy energy makes jason x  look positively shakesperean comparison ,0
5233,darker elements misogyny unprovoked violence suffocate illumination created daughters sparse instances humor meant shine gloomy film noir veil ,1
5234,predictably melodramatic ,1
5235,tends pile  issues  plate times  remains fairly light  entertaining  smartly written ,3
5236,marvel production design ,4
5237,nicole holofcener s lovely amazing  screenplay  jumps head class women s films manage avoid ghetto sentimental chickflicks treating female follies satirical style ,4
5238,missing ,2
5239,connected stories breitbart hanussen actually fascinating  filmmaking invincible movie justice ,1
5240,returned warn  movie 90 minutes long  life short ,0
5241,sequel outward elements original  film s lovely flakiness gone  replaced forced funniness dullest kiddie flicks ,0
5242,ozpetek s effort scope shape especially wellexecuted television movie ,4
5243,study madness love study schoolgirl obsession ,1
5244, horrible drek ,0
5245,s particularly subtle   manages build terrifying  obvious  conclusion ,2
5246,terrific insider look starmaking machinery tinseltown ,3
5247,complex  politically charged tapestry contemporary chinese life exciting new filmmaker brought screen like westerners seen ,3
5248,gun battles throwaway humor cover yawning chasm plot ,1
5249,filled honest performances exceptional  baran gentle film dramatic punch  haunting ode humanity ,4
5250,nijinsky s words grow increasingly disturbed  film maintains beguiling serenity poise accessible nonnarrative feature ,3
5251,entire movie formulaic forgettable s hardly begins fade memory ,0
5252,movie presumes high school social groups war  let conscious s existence ,2
5253,dimwitted lazy spinoff animal planet documentary series  crocodile hunter entertainment opportunism glaring ,0
5254,nottoodistant future  movies like ghost ship analgesic balm overstimulated minds ,1
5255,s truly awful heartbreaking subject matter  lessons worth revisiting times possible ,3
5256,fascinating  bombshell documentary shame americans  regardless ultimate blame finally lies kissinger ,4
5257,reason selfaware  selfmocking  intelligence ,3
5258,intrigued politics 70s  film bit fascinating flawed ,3
5259,geeked heard apollo 13 going released imax format ,4
5260,film fails fulfill ambitious goals  nonetheless sustains long buildup expository material ,3
5261, confusing drudgery ,1
5262,uncompromising nonjudgmental  makes clear prostitute lonely needy clients ,3
5263,lrb rrb superfluous  epilogue leaks suspension disbelief like sieve  die day stimulating  heartrateraising james bond thriller ,2
5264,ensemble movies  like soap operas  depend empathy ,2
5265,honest  somber picture reveals slowly  intelligently  artfully ,4
5266,nt recommend film ,3
5267,problems characters reveals universal involving  film  delightful cast  breezy  pretty gifted  won heart ,4
5268,nair s cast large s altmanesque  deftly spins multiple stories vibrant intoxicating fashion ,4
5269,touches smartly wistfully number themes  notion marginal members society  benefit helping hand friendly kick pants ,3
5270,artwork spectacular unlike animaton japan  characters grace panache ,4
5271,strikes hardest  reminds pertinent dynamics remain ,3
5272,mr wollter ms seldhal strong convincing performances  reaches deepest recesses character unearth quaking essence passion  grief fear ,1
5273,marinated,2
5274,film female friendship men embrace women talk hours ,4
5275,hollywood ending nt funny ,1
5276,film hit hard better drugrelated pictures  manages punches ,2
5277,collapses exactly kind buddy cop comedy set lampoon  ,1
5278,unlike lots hollywood fluff  layered  welldeveloped characters surprises ,3
5279,unflinching look world s dispossessed ,2
5280,ultimately  movie heady children  preachy adults ,1
5281,seriously  folks  nt work ,1
5282,damn weird pass  blacklight crowd  way cheaper lrb better rrb pink floyd tickets ,3
5283,sweetly sexy  funny touching ,4
5284,s got pretentious eyerolling moments nt entirely grab  s stuff like ,2
5285,muddy psychological thriller rife miscalculations ,1
5286,niro cries ,2
5287,domestic melodrama weak dialogue biopic cliches ,1
5288,s rare window artistic collaboration ,3
5289,cause bite tongue laughing ridiculous dialog ohso convenient plot twists ,0
5290,s 100year old mystery constantly interrupted elizabeth hurley bathing suit ,2
5291,peppered witty dialogue inventive moments ,4
5292,aggressively cheery pollyana reach barf bag ,1
5293,lrb t rrb film sure clear point  seeks rely ambiguous presentation ,1
5294,cinematic equivalent patronizing bar favored pretentious  untalented artistes enjoy moaning cruel fate ,1
5295,content dogpaddle mediocre end pool  s sad  sick sight ,1
5296,holland lets things peter midway  s notably better acted  far crass  recent efforts burgeoning genre films black urban professionals ,3
5297, little wellacted television melodrama shot big screen ,2
5298,elements cribbed lang s metropolis  welles  kane  eisenstein s potemkin,1
5299, blood  tired protagonist   pulse disappears entirely  picture crosses finish line winded game ,2
5300,s innocent fervid conviction hollywood lost ,2
5301,aboriginal aspect lends ending extraordinary poignancy  story played working class community nation ,3
5302,tour force modern cinema ,3
5303,murder numbers nt add ,1
5304, implication kissinger decided  comes truncheoning  s better receive ,2
5305,brings biggest names japanese anime  impressive results ,4
5306,s tedious makes forgive fake  dishonest  entertaining  ultimately  perceptive moment bridget jones s diary ,1
5307,offers persuasive look defeated defiant nation flux ,3
5308,exception mccoist  players nt clue park ,1
5309, opening  play partly closed ,1
5310,lacks originality makes effective cheap moments fright dread ,2
5311, spellbinding fun deliciously exploitative ,4
5312,fails ,1
5313,problem antwone fisher screenplay written antwone fisher based book antwone fisher ,0
5314,tiresome 9 seconds jesse helms  anti castro rhetoric  included,1
5315,bray completely sea  savage garden music video resume  clue making movie ,0
5316,maybe s metaphor  figuring nt trouble day better ,1
5317,zoe clarkewilliams s lackluster thriller  new best friend   needs enemies ,1
5318,film hampered predictable plot paperthin supporting characters ,1
5319,debut effort  project greenlight  winner sappy amateurish ,1
5320,s familiar story  presented great sympathy intelligence ,3
5321,sadly  frontal plays like work dilettante ,1
5322,s exactly worth bucks expend price date  comes video  s worth rental ,2
5323,children  christian  deserve hear story jonah s despair  agonizing  catch22 glory  spend years trying comprehend ,3
5324,mazel tov film family s joyous life acting yiddish stage ,4
5325,unsurprisingly  way works makes women look like stereotypical caretakers moral teachers  instead athletes ,1
5326,smarter attentive sets ,3
5327,fascinating choppy documentary ,2
5328,remake numbers  linking halfwit plot series standup routines wilson murphy funny ambitious movie ,1
5329,enjoyable  occasionally flawed  experiment ,3
5330,ll limb ,3
5331,pile ,2
5332,brutal funny work ,4
5333,  rollerball  2002 cinema history movie rest cast outshined ll cool j,1
5334,chilling objective portrait dreary  lost twentyfirst century america ,3
5335,s doubting highly ambitious personal project egoyan  s  best work  feels clumsy convoluted ,2
5336,sequel plays like flimsy excuse blade fans look wesley snipes  iconic hero battle dozens bad guys  ,1
5337,orson welles  greatgrandson ,2
5338,offers glimpse solomonic decision facing jewish parents turbulent times  save children lose ,3
5339,s better actor standup comedian ,3
5340,feel like short stretched feature length ,1
5341,film verbal duel gifted performers ,4
5342,deliciously nonsensical comedy city coming apart seams ,4
5343,camera whirls ,2
5344,new zealand comingofage movie nt ,1
5345,makes movie special utter sincerity ,3
5346,lrb rrb devastatingly powerful astonishingly vivid holocaust drama ,4
5347,distinctly mixed bag  occasional bursts sharp writing alternating lots sloppiness obligatory moments sentimental ooze ,1
5348,flat  misguided comedy ,1
5349,minimal imagination  restage thing bathtub ,1
5350,m sorry seal deal  arnold   ,1
5351,script boasts tart tvinsider humor  film trace humanity empathy ,1
5352,definitely worth seeing ,4
5353,director roger kumble offers sweet traditional romantic comedy counter crudity ,3
5354,problem mayhem formula 51 s offensive  s boring ,1
5355,starts bad feel like running screaming  eventually works way merely bad painfully awful ,1
5356,worthy idea  uninspired scripts  acting direction rise level afterschool tv special ,1
5357,absolutely completely ridiculous insult family mother suffered horrible pains death cancer ,0
5358,instead balanced film explains zeitgeist x games  cinematic postcard s superficial unrealized ,0
5359,adventure nt contain half excitement balto  quarter fun toy story 2 ,1
5360,anemic chronicle money grubbing new yorkers serial loveless hook ups ,2
5361,remarkable excellent storytelling  economical  compressed characterisations profound humanity  s adventure story history lesson ,4
5362,creeps high style  nakata better ,2
5363,downtown,2
5364,annals movies  films odd  inexplicable unpleasant ,0
5365,argento  26  brings youthful  outtochangetheworld aggressiveness project  s cut open vein bled raw film stock ,3
5366,elaborate special effects centre screen  human story pushed ,3
5367,film courage convictions excellent performances ,4
5368, stupidities wind sticking s mind lot cool bits ,2
5369,audiences advised sit near squint avoid noticing truly egregious lipnonsynching  production suitably elegant ,3
5370,rough trade punchandjudy act nt play plays worse ,2
5371,actionandpopcorn obsessed culture embrace engaging literate psychodrama nt mystery  unfortunately ,2
5372,quasidocumentary french filmmaker karim dridi celebrates hardy spirit cuban music ,3
5373,question  determine schmaltz manufactured  assess quality manipulative engineering ,1
5374,solaris rigid evasive ways soderbergh s best films   erin brockovich    sight   ocean s   ,4
5375,s likely thought production  pro  ll likely think ,2
5376, familiar predictable  45ths come xerox machine lrb writerdirector rrb franc ,1
5377,movie friday fans  critics damned ,3
5378,come family eats  meddles  argues  laughs  kibbitzes fights  delightful comedy ,3
5379,laconic stilted dialogue  indie flick audience  probably s extremely hard relate characters ,1
5380,movie excellent job critiquing faltering halfstep development criticizing feels like commiserating ,1
5381, solid  unassuming drama ,3
5382,slick sprightly cgi feature sufficiently funny amuse resolutely unreligious parents escort little ones megaplex screenings ,3
5383,big hairy deal ,2
5384,package fascinating  timely  content comes wrapped disappointingly generic ,1
5385,sparse oddly compelling ,3
5386,footage  new thriller proves director m night shyamalan weave eerie spell mel gibson gasp  shudder tremble losing machismo ,4
5387,s mildly interesting ponder peculiar american style justice plays  s muddled derivative bother thinking ,1
5388,feardotcom s thrills cheap  work ,2
5389,try guess order kids house gored ,1
5390,film opens maggots crawling dead dog place metaphor ,1
5391,thriller movie teens laugh  groan hiss ,1
5392,forget oscar nomination julianne moore year  ,4
5393,boys  sparring  like succession blows dumped guei  wears story s cerebral  likable  plot elements ,2
5394,basic  cartoon adventure windinthehair exhilarating ,3
5395,simone bad film ,3
5396,graphic sex s attracting audiences unfaithful  gripping performances lane gere awake ,4
5397,members manage pronounce kok exactly think  giving cast ample opportunity use term possible ,2
5398,good film  trouble day   screen ,1
5399,frontal effect elicited sympathies characters ,1
5400, bland murderoncampus yawner ,0
5401,problem  end  audience film care ,0
5402,consistently funny austin powers films ,3
5403,franchise spawned single good film ,0
5404,incoherent features recent memory ,0
5405,compelling yarn  ripping ,3
5406,visually stunning rumination love  memory  history war art commerce ,3
5407,signs good film   essence great ,2
5408,tell need know queen s men ,2
5409, spy action flick antonio banderas lucy liu comes ,0
5410, dragonfly  dwells crossingover mumbo jumbo  manipulative sentimentality  sappy dialogue ,1
5411,sayles eye ways people different ethnicities talk outside group ,3
5412,s fascinating watch marker essayist work ,3
5413, mr deeds  suitable summer entertainment offers escapism requiring great deal thought ,3
5414,best straightup  oldschool horror film 15 years ,4
5415,verdict  bodies hardly laugh ,1
5416,lrb d rrb espite familiar subject matter  ice age consistently amusing engrossing ,3
5417,divine monument single man s struggle regain life  dignity music ,4
5418,schaeffer nt film  works ,3
5419,children occupied 72 minutes ,3
5420,hastily mounted production exists capitalize hopkins  inclination play hannibal lecter  harris immediate inclination provide fourth book ,0
5421,pintsized  goodfellas  designed appeal younger set  s good movie objective sense  hold s ,2
5422,documentary dazzling  remarkably unpretentious reminder lrb evans rrb  lost  got ,4
5423,earnest communitycollege advertisement  american chai away guitar  sell amp  apply medical school ,1
5424,thoroughly enjoyable  heartfelt comingofage comedy ,3
5425,s better phantom menace ,3
5426,unintentional parody teen movie years ,2
5427,ludicrous film predictable turn ,0
5428,movie nt painfully bad   fully experienced   s tediously bad  fully forgotten ,1
5429,long moviegoers anxious strange young guys strange guy things ,2
5430,alternately hilarious sad  aggravating soulful  scathing joyous ,3
5431,year 2002 conjured comingofage stories possible  care cat emerges best ,4
5432,briefly flirts player masochism  point real   audience sadism  evaded completely ,2
5433,best film year 2002 ,3
5434,moving infrequently breathtaking film ,4
5435,ambitious   ,3
5436,slambang extravaganza wildandwoolly  walltowall good time ,4
5437,overstylized,1
5438,vulgar optimistic title ,0
5439,campanella s competent direction excellent cast overcome obstacles predictable outcome screenplay glosses rafael s evolution ,3
5440,refreshingly realistic  affectationfree comingofage tale ,4
5441,s needed badly virtually absent saving dark humor feel poetic tragedy ,1
5442,left visceral sensation longing  lasting traces charlotte s web desire desperation ,3
5443, kid stays picture  great story  terrifically told man wrote cliff notes edition cheat ,2
5444,mendes company getting single frame shot collectively vowing   going good  ,3
5445,screenwriters dig deeper time toss logic science essentially  dungeons dragons  fantasy modern military weaponry ,1
5446,fascinating examination joyous  turbulent selfdiscovery proper  middleaged woman ,3
5447,use thriller form examine labyrinthine ways people s lives cross change  buffeted events seemingly control  intriguing  provocative stuff ,4
5448,visually exciting scifi film suffers lackluster screenplay ,2
5449,sterling film  cross boys nt  deliverance  ode billy joe  lies story matthew shepard  film ,2
5450,narc remind brilliant crime dramas ,2
5451,actors improvise scream way movie directionless  lacking rollicking dark humor necessary kind idea work screen ,0
5452,kapur weighs tale bogus profundities ,1
5453,provides porthole noble  trembling incoherence defines ,2
5454,greatest films ve seen ,4
5455,turns numbingly dullwitted disquietingly creepy ,1
5456,poignant moving  walk remember inspirational love story  capturing innocence idealism encounter ,4
5457,production details lavish  film little insight historical period artists  particularly sand developed notorious reputation ,1
5458,s lifeaffirming  vulgar mean  liked ,2
5459, passion cinema  sex  soon possible  ,4
5460,eventual cult classic understatement  woe horror fan opts overlook goofily endearing welllensed gorefest ,4
5461,sorority boys  bad cruel  takes potential laugh stilettostomps life ,0
5462,adaptation simply brilliant ,4
5463,enjoyed movie superficial way  sure purpose ,3
5464,sight bruce willis brings mind images violent battlefield action picture  film lot mind  maybe ,2
5465,think twice going inside trailer park drive past  chiefly inspires drive little faster ,3
5466,legged freaks falls flat spoof ,1
5467,bit repetitive  overall s entertaining informative documentary ,3
5468,ultimately   mib ii  succeeds rapidfire delivery inspired levity ca nt dismissed mindless ,3
5469,j lo earn share holiday box office pie  movie makes thing perfectly clear  s pretty woman  s working girl ,3
5470,writer dude  think  uh  michael zaidan  supposed like written screenplay   dude  thing saw written zeroes paycheck ,0
5471,movie inhuman monster  s human ,2
5472,s persistent theatrical sentiment woozy quality manner storytelling  undercuts devastatingly telling impact utter loss personified film s simple title ,1
5473,splendidly illustrates ability human spirit overcome adversity ,3
5474,filmmakers know eye  prettiest pictures tell best story ,3
5475,fine film  lot better stuck betty fisher left stories ,2
5476,whit ,2
5477,s great monster movie ,1
5478,best enjoyed daytime soaper ,2
5479,drama great power  members audience leave theater believing seen comedy ,2
5480,tom shadyac s film kicks spookily  halfway mark takes abrupt turn glucose sentimentality laughable contrivance ,1
5481,mustsee fans thoughtful war films interested sights sounds battle ,4
5482,enthralling aesthetic experience  s steeped mystery ravishing  baroque beauty ,4
5483,berling,2
5484,high crimes knows mistakes bad movies determined  maybe nobility sort ,2
5485,zigzag richer observant densely plotted ,1
5486,despite closeddoor hankypanky  film essentially juiceless ,0
5487,american musical comedy know nt exist precedent yiddish theater  jolly  funforfun s  sake communal spirit goes essence broadway ,3
5488, girls gone wild  video boho arthouse crowd  burning sensation nt definitive countercultural document  makers nt removed inquisitive ,0
5489,kurys shows  period s volatile romantic lives  sand musset worth particular attention ,2
5490,skip dreck  rent animal house source ,1
5491,reign comes close recovering demented premise  sustain enjoyable level ridiculousness ,1
5492,overly melodramatic somewhat insightful french comingofage film ,2
5493, bland affair ,1
5494,young children  ,2
5495, nt subject matter ultimately defeated film  unfulfilling  incongruous   wait second  miss  ,0
5496,toes fine line cheese earnestness remarkably  delivered conviction s hard carried away ,3
5497, comes alive switches gears sentimental ,1
5498,fall category films love hate ,2
5499,nt believe santa claus probably think sequels capture magic original ,2
5500,grant carries day impeccable comic timing  raffish charm piercing intellect ,3
5501,good fun  good action  good acting  good dialogue  good pace  good cinematography ,4
5502,chuckles  single gag sequence scores  stars different movies ,2
5503,complications  s surprisingly predictable ,2
5504,michael moore perfected art highly entertaining  selfaggrandizing  politically motivated documentarymaking  s got potent topic ,3
5505,entertaining  indulgent  pure wankery ,2
5506,difference cho comics confidence material merited ,3
5507,delivers sexy razzledazzle  especially movie musical fans  hoping ,3
5508,sandra bullock hugh grant great team  predictable romantic comedy pink slip ,1
5509,film offers intriguing whatif premise ,4
5510,wonder  hope magic escape heart boy right movie comes  especially begins star wars,3
5511,stupid annoying ,0
5512,aside rohmer s bold choices point view  lady duke represents filmmaker s lifelong concern formalist experimentation cinematic art ,3
5513, mood intelligent weepy  easily worm way heart  ,3
5514,end  movie bogs insignificance  saying kennedy s assassination revealing pathology pretends investigate ,0
5515,picture emerges surprisingly anemic disappointment ,0
5516,impostor deviously adopts guise modern motion picture  bomb ,1
5517, looks good  sonny  missed point  ,1
5518,crummy ,0
5519,essentially  film weak strong personality,2
5520,cold  nervy memorable ,3
5521,captivating comingofage story narrative film truly informed wireless age ,4
5522,movie works ,0
5523,mr zhang s subject matter  degree  quintessentially american  approach storytelling called iranian ,2
5524,comes silly nt surprised ba  murdock rest ateam seen giving chase black red van ,2
5525,s sort inbetween  works ,3
5526,impeccably filmed  sexually charged  ultimately lacking substance  mention dragged leaden closing act ,2
5527, tobey maguire poster boy geek generation  ,2
5528,freeman judd  ll remember characters ,2
5529,lifetime movie men ,2
5530,meeting  exceeding expectations  s best sequel empire strikes  majestic achievement  epic astonishing grandeur surprising emotional depth ,4
5531,re burnt s wonderful life marathons bored christmas carol  movie re looking ,3
5532,parker sustain buoyant energy level film s city beginnings country conclusion ,1
5533,kenneth branagh s energetic sweetandsour performance curmudgeonly british playwright grounds overstuffed  erratic dramedy improbably forbearing wife contend craziness childrearing los angeles ,2
5534,disjointed  fairly predictable psychological thriller ,0
5535,pretend s werewolf avoiding eye contact walking slowly away ,1
5536,remarkable film bernard rose ,4
5537,amazing finesse  film shadows heidi s trip vietnam city mother  mai thi kim  lives ,3
5538,s forced drama wildly uneven movie  young man s battle inescapable past uncertain future shapable largely unfulfilling present ,0
5539,tedious norwegian offering snagged oscar nomination ,1
5540,looks closely  insightfully fragile  complex relationships ,3
5541,mildly entertaining ,2
5542,stunning visuals  staggeringly boring cinema ,2
5543,choppy editing annoying score  special effects  way replacing objects character s hands camera line   besotted  misbegotten,0
5544,hypnotic imagery fragmentary tale explore connections place personal identity ,3
5545,ze movie starts funny  ,2
5546,instead trying bust blondes  lrb diggs rrb probing guy talent ended movie bad ,1
5547,suffers decided lack creative storytelling ,2
5548,s backstabbing  interracial desire  importantly  singing dancing ,3
5549,director todd solondz movie critical reaction previous movies  responsibility characters creates ,3
5550,enjoyable undercover brother  zany mix saturday night livestyle parody  70s blaxploitation films goofball action comedy gone wild  dishes ton laughs enjoy ,4
5551,movie divided dysfunctional family portrays ,1
5552, niro murphy showtime savory hilarious guilty pleasure recent movie season ,4
5553, dumb dumber  vulgarity intelligent  lifeaffirming script ,2
5554,movie absorbing characters engaged romance ca nt wait end ,0
5555, spiced humor lrb  speak fluent flatula   advises denlopp  er  bubbly exchange alien deckhand rrb witty updatings lrb silver s parrot replaced morph  cute alien creature mimics rrb,3
5556,sincerely crafted picture deserves emerge traffic jam holiday movies ,4
5557,elevates movie runofthemill singles blender surreal sense humor technological finish ,4
5558,comedy  film tackles relatively subject open mind considerable good cheer  engaging ,2
5559,new film eyecatching blooddrenched stephen norringtondirected predecessor  new script returning david s goyer sillier ,2
5560,frankly  s pretty stupid ,1
5561,ll know star ,3
5562,entertainment love overinflated mythology longer recognizes needs moviegoers real characters compelling plots ,1
5563,yep  s  waking reno  ,2
5564,vividly conveys shadow 30year friendship english women ,2
5565,end result like cold porridge odd enjoyably chewy lump ,1
5566,makes salton sea surprisingly engrossing caruso takes atypically hypnotic approach world s handled fastedit  hoppedup fashion ,4
5567,lrb p rrb artnering murphy robert niro tvcops comedy showtime surefire casting ,3
5568,kind obnoxious chitchat selfaware neurotics engage ,1
5569,dubious product collegespawned lrb colgate u rrb comedy ensemble known broken lizard plays like mix cheech chong chips ,1
5570,leblanc spectacularly uglylooking broad  appears miserable swaggers scenes ,1
5571,climactic events realized forget original conflict  like movie,2
5572,sleepinducingly slowpaced crime drama clumsy dialogue  heavyhanded phoneyfeeling sentiment  overlyfamiliar set plot devices ,0
5573,depending reaction movie  able look red felt sharpie pen disgust  thrill  giggles ,2
5574,s cool event family ,4
5575,journey secret s eventual discovery separate adventure  thrill ,3
5576,coarse  cliched clunky  trifling romantic comedy opposites attract better reason screenplay demands squanders charms stars hugh grant sandra bullock ,0
5577,greengrass lrb working mullan s script rrb forgoes larger sociopolitical picture situation northern ireland favour approach throws pulsating truly frightening situation ,2
5578,lan yu certainly serviceable melodrama  nt try greatness happy shoots lrb misses rrb ,2
5579,lee expectant adoring  widesmiling reception ,3
5580,re looking tale brits behaving badly  watch snatch ,2
5581,movie terrible synergistic impulse created ,1
5582,schnitzler fine job contrasting sleekness film s present playful paranoia film s past  ,4
5583,horror movie seriously dumb characters  somewhat dilutes pleasure watching stalked creepycrawly bug things live darkness ,1
5584, plays like badly edited  91minute trailer lrb rrb director ca nt coherent rhythm going ,0
5585,years later  reggio knows point poetic imagery  ability startle stifled prevalence fastforward technology stringently takes task ,2
5586,love safe conduct lrb laissez passer rrb subtitled french movie 170 minutes long ,2
5587,salma goes native s better colorful biopic mexican icon ,4
5588,borrows movies like ordinary obvious fashion ,1
5589,emerge dazed  confused ve seen pornography documentary ,1
5590,average kidempowerment fantasy slightly aboveaverage brains ,3
5591,ben kingsley truly funny  playing kind ghandi gone bad ,4
5592,seeks transcend genre curiously stylized  quasishakespearean portrait pure misogynist evil ,3
5593,sham construct based theory  sleightofhand  illwrought hypothesis ,1
5594,passion  melodrama  sorrow  laugther  tears cascade screen effortlessly ,3
5595,banal predictable ,0
5596,expect director michael apted lrb enigma rrb screenwriter nicholas kazan lrb reversal fortune rrb cliche pileup ,0
5597,flashbulb editing cover absence narrative continuity  undisputed nearly incoherent  excuse closing bout  time s impossible care wins ,1
5598,chateau risky venture goes expect surprises unexpected comedy ,3
5599,watching austin powers goldmember like binging cotton candy ,3
5600,wrong hands  ie peploe s  s simply unbearable,1
5601,hours junk ,0
5602,perfectly respectable  perfectly inoffensive  easily forgettable film ,2
5603,colorful  joyous celebration life  tapestry woven romance  dancing  singing  unforgettable characters ,4
5604, s family sour immortals ,2
5605,film falls short tension  eloquence  spiritual challenge  things original new testament stories compelling 20 centuries ,1
5606,cautionary tale grandiosity college student sees impervious fall ,2
5607,affectionately goofy satire s unafraid throw elbows necessary ,3
5608,addition hoffman s powerful acting clinic  rare drama offers thoughtful rewarding glimpse sort heartache felt  feel someday ,4
5609, science fiction  takes advantage fact intended audience nt science  disservice audience genre ,1
5610,halfway picture beginning hate   course  feeling guilty   miracle miracles  movie flipflop ,3
5611, funny dark seedy clash cultures generations ,3
5612,s offensive nt waste good cast  film s denial grief mourning favor bogus spiritualism ,0
5613,s insecure lovely amazing  poignant wryly amusing film mothers  daughters relationships ,4
5614,nt worst movies year ,0
5615,directed kevin bray  crisp framing  edgy camera work  wholesale ineptitude acting  tone pace obviously mark video helmer making feature debut ,3
5616,hard resist ,3
5617,unbearably morbid love story ,0
5618,dark unrepentant  excursion epicenter percolating mental instability easily dismissed forgotten ,3
5619,pleasing  oftenfunny comedy ,3
5620,s spark new inspiration   noticeably energy imagination ,1
5621,murphy wilson actually pretty good team  project surrounding distressingly rote ,1
5622,s thing read rail ongoing  unprecedented  construction project going heads ,1
5623,pieces hot chick hilarious  schneider s performance fine  s real shame movie   animal  slapdash mess ,1
5624,abiding impression  despite mild hallucinogenic buzz  overwhelming waste  acres haute couture ca nt conceal s resembling spine ,1
5625,arguably best script besson written years ,4
5626,s lovely  eerie film casts odd  rapt spell ,4
5627,unfortunately  s good ,0
5628,like kubrick  soderbergh nt afraid try genre way ,3
5629,kind film leaves scratching head amazement fact talented people participate illadvised poorly executed idea ,0
5630,writerdirector ritchie reduces wertmuller s social mores politics tiresome jargon ,1
5631,pleasures afford moviegoers occupied amidst seriousminded concerns yearend movies ,3
5632,dull mechanical  kinda like goofy museum exhibit,2
5633,know bucks d spend ticket ,2
5634,puts washington  honest working man john q archibald  pedestal  keeps lifting pedestal higher ,3
5635,content merely lionize title character exploit anger  easy sanctimony  formulaic thrills hamfisted sermon need national health insurance ,1
5636,realistically terrifying movie puts notch belt long list renegadecop tales ,3
5637,storytelling value denied ,4
5638,main characters simply named husband  wife kidnapper  emphasizing disappointingly generic nature entire effort ,0
5639,brilliantly written wellacted  yellow asphalt uncompromising film ,4
5640,miller tells compelling tale little fuss noise  expertly plucking tension quiet ,3
5641,borrows bit classics  wait dark   extremities   terms style  movie class ,4
5642,film unsettling  preposterous hairpiece worn lai s villainous father endless action sequences ,2
5643,older cad instructs younger lad zen art getting laid prickly indie comedy manners misanthropy ,3
5644,demented good way  uneven film ,1
5645,ensemble player gained notice guy ritchie s lock  stock smoking barrels snatch bod  s unlikely household basis starring vehicle ,1
5646,advantage postapocalyptic setting cheap ,1
5647,meanders powerful moments ,2
5648,commanderinchief film  bigelow demonstrates breadth vision attention propels upper echelons directing world ,4
5649,great piece filmmaking  power comes soul s  eye view wellmeaning patronizing masked social injustice  represented case ,3
5650,entire cast firstrate  especially sorvino ,4
5651,walter hill s undisputed like 1940s warner bros ,3
5652, easily called best korean film 2002 ,4
5653,predictable  manipulative stinker ,0
5654,plot plummets comedy graveyard janice comes racing rescue final reel ,2
5655, alice s adventure looking glass zombieland  filled strange wonderful creatures ,3
5656,film s cheeky charm comes vintage schmaltz ,4
5657,yes  s good remember ,3
5658,mediterranean sparkles   swept away  sinks ,1
